INFO - elo_rating_hf_trees - Running command 'run'
INFO - elo_rating_hf_trees - Started run with ID "10"
Rating at 0:  [1325, 1400, 1634, 1427, 1408, 1457, 1473, 1360, 1656, 1482, 1516, 1301, 1540, 1661, 1419, 1673, 1692, 1421, 1644, 1685]
Accuracy at  1 :  [0.32, 0.8, 0.8, 0.32, 0.32, 0.32, 0.82, 0.8, 0.76, 0.32, 0.32, 0.46, 0.32, 0.42, 0.8, 0.32, 0.32, 0.32, 0.32, 0.32]
Rating at  1 :  [1284.552, 1354.368, 1635.024, 1434.424, 1463.2959999999998, 1413.736, 1452.968, 1374.272, 1704.128, 1488.72, 1521.12, 1293.32, 1520.416, 1623.8799999999999, 1389.8799999999999, 1669.16, 1692.32, 1465.3520000000003, 1639.5839999999998, 1670.792]
Accuracy at  2 :  [0.86, 0.88, 0.8, 0.82, 0.76, 0.88, 0.84, 0.86, 0.9, 0.82, 0.84, 0.84, 0.86, 0.9, 0.88, 0.8, 0.88, 0.9, 0.86, 0.68]
Rating at  2 :  [1307.7199999999998, 1371.7119999999998, 1709.9679999999998, 1476.984, 1463.168, 1410.792, 1512.6800000000003, 1368.192, 1617.792, 1431.3120000000001, 1501.472, 1326.9199999999998, 1497.696, 1656.7119999999998, 1448.2479999999998, 1696.68, 1766.368, 1519.8160000000003, 1714.592, 1727.944]
Accuracy at  3 :  [0.86, 0.92, 0.82, 0.86, 0.84, 0.88, 0.84, 0.9, 0.9, 0.86, 0.86, 0.88, 0.88, 0.9, 0.94, 0.78, 0.86, 0.86, 0.86, 0.68]
Rating at  3 :  [1230.8559999999998, 1334.3359999999998, 1618.0639999999996, 1433.848, 1414.4639999999997, 1498.664, 1524.584, 1392.896, 1629.0559999999998, 1401.8720000000003, 1480.9279999999999, 1258.0559999999998, 1471.904, 1701.4479999999999, 1415.8000000000002, 1708.7760000000003, 1740.0639999999999, 1481.7360000000003, 1623.584, 1727.432]
Accuracy at  4 :  [0.88, 0.98, 0.96, 0.9, 0.92, 0.9, 0.92, 0.96, 0.92, 0.86, 0.86, 0.92, 0.94, 0.98, 0.9, 0.9, 0.86, 0.9, 0.88, 0.68]
Rating at  4 :  [1219.3359999999998, 1354.1759999999997, 1611.2159999999994, 1432.44, 1423.5519999999997, 1453.928, 1561.128, 1445.696, 1737.2799999999997, 1485.968, 1403.04, 1245.1919999999996, 1555.104, 1657.9279999999999, 1424.888, 1623.9120000000005, 1751.52, 1560.2000000000003, 1624.544, 1705.608]
Accuracy at  5 :  [0.86, 0.98, 0.88, 0.94, 0.9, 0.84, 0.96, 0.94, 0.92, 0.9, 0.86, 0.94, 0.96, 0.94, 0.86, 0.9, 0.9, 0.92, 0.88, 0.68]
Rating at  5 :  [1240.1999999999998, 1367.9359999999997, 1654.7359999999996, 1468.7280000000003, 1430.2079999999999, 1462.184, 1552.04, 1461.2479999999998, 1825.4719999999998, 1404.1760000000002, 1497.12, 1315.3999999999996, 1554.336, 1726.792, 1460.0879999999995, 1682.7920000000006, 1671.136, 1529.6720000000005, 1598.304, 1632.776]
Accuracy at  6 :  [0.86, 0.92, 0.98, 0.96, 0.94, 0.94, 0.94, 0.94, 0.9, 0.86, 0.86, 0.94, 0.94, 0.98, 0.96, 0.96, 0.88, 0.96, 0.9, 0.68]
Rating at  6 :  [1204.6799999999994, 1316.4799999999996, 1647.3119999999997, 1454.4560000000004, 1443.9679999999998, 1390.3759999999997, 1548.2000000000003, 1465.2159999999997, 1799.6159999999995, 1426.5120000000002, 1465.44, 1310.9839999999992, 1580.0, 1731.976, 1411.5119999999993, 1692.3920000000005, 1577.952, 1460.3600000000004, 1593.1200000000001, 1610.0560000000003]
Accuracy at  7 :  [0.9, 0.98, 0.96, 0.92, 0.9, 0.9, 0.96, 0.92, 0.94, 0.94, 0.94, 0.96, 0.98, 0.98, 0.88, 0.9, 0.9, 0.96, 0.96, 0.68]
Rating at  7 :  [1216.9039999999995, 1353.2799999999997, 1740.0479999999995, 1470.8400000000004, 1444.096, 1394.7279999999998, 1534.632, 1501.5679999999998, 1931.2639999999997, 1380.3040000000003, 1494.624, 1280.7119999999993, 1575.008, 1808.0080000000003, 1509.9439999999993, 1657.3200000000006, 1606.944, 1507.0160000000005, 1604.768, 1688.3280000000002]
Accuracy at  8 :  [0.88, 0.92, 0.9, 0.96, 0.96, 0.98, 0.92, 0.96, 0.92, 0.92, 0.86, 0.96, 0.94, 0.96, 0.98, 0.96, 0.92, 0.98, 0.92, 0.68]
Rating at  8 :  [1263.6879999999994, 1397.5679999999998, 1659.024, 1504.6320000000005, 1445.952, 1392.168, 1505.0000000000005, 1484.6079999999997, 1972.5439999999996, 1364.496, 1524.8960000000002, 1307.2079999999994, 1575.072, 1849.1600000000003, 1523.8959999999993, 1637.2880000000005, 1618.8480000000002, 1490.2480000000003, 1563.1039999999998, 1673.928]
Accuracy at  9 :  [0.9, 0.9, 0.9, 0.96, 0.98, 0.98, 0.98, 0.96, 0.96, 0.98, 0.92, 0.96, 0.92, 0.94, 0.98, 0.96, 0.92, 0.98, 0.92, 0.68]
Rating at  9 :  [1297.3519999999994, 1369.9199999999998, 1633.68, 1489.9120000000005, 1510.3359999999998, 1385.8959999999995, 1519.1440000000007, 1444.2879999999998, 1972.7999999999995, 1294.992, 1543.5840000000003, 1270.0879999999995, 1539.36, 1971.2720000000008, 1590.8399999999992, 1715.1760000000006, 1617.7600000000002, 1478.7280000000003, 1545.2479999999998, 1786.9520000000007]
Accuracy at  10 :  [0.98, 0.92, 0.88, 0.96, 0.96, 0.98, 0.92, 0.96, 0.96, 0.98, 0.92, 0.96, 0.92, 0.88, 0.98, 0.96, 0.88, 0.96, 0.92, 0.9]
Rating at  10 :  [1194.2479999999994, 1406.912, 1590.608, 1463.8000000000006, 1447.4879999999998, 1292.2639999999994, 1464.8080000000007, 1434.3039999999999, 1975.8079999999995, 1268.6239999999998, 1556.192, 1204.1679999999997, 1522.3999999999996, 1943.496000000001, 1566.1999999999994, 1671.720000000001, 1543.968, 1529.16, 1554.656, 1797.8960000000006]
INFO - elo_rating_hf_trees - Completed after 0:00:00
